scoringPeriodId,Player,Position,Team,playerrosterslot,Actual,Predicted,ActualMinusPredicted,SlottedPosition,Starter
2,49ers D/ST,Defense,NA,NA,14.2,12.333198018000001,1.8668019819999984,NA,Starter
3,49ers D/ST,Defense,Soup_du Jour,16,13,15.971158612999998,-2.9711586129999983,Defense,Starter
5,49ers D/ST,Defense,Pre-Snap_Adjustment,16,23.8,13.257131992000001,10.542868008,Defense,Starter
6,49ers D/ST,Defense,Pre-Snap_Adjustment,16,18.2,11.140030613000002,7.059969386999997,Defense,Starter
7,49ers D/ST,Defense,Pre-Snap_Adjustment,16,22,17.285772049000002,4.714227950999998,Defense,Starter
8,49ers D/ST,Defense,Pre-Snap_Adjustment,16,18.6,14.046333659,4.553666341000001,Defense,Starter
9,49ers D/ST,Defense,Pre-Snap_Adjustment,16,9,15.638098278,-6.638098277999999,Defense,Starter
10,49ers D/ST,Defense,Pre-Snap_Adjustment,16,22.6,13.650626026000001,8.949373974,Defense,Starter
11,49ers D/ST,Defense,Pre-Snap_Adjustment,16,18.6,17.546291271999998,1.0537087280000037,Defense,Starter
12,49ers D/ST,Defense,Pre-Snap_Adjustment,16,17.8,14.093294406,3.7067055940000007,Defense,Starter
7,A.J. Brown,Wide Receiver,NA,NA,9.2,6.266977515000001,2.9330224849999986,NA,Starter
8,A.J. Brown,Wide Receiver,Soup_du Jour,23,8.1,8.56746892,-0.46746891999999995,Flex,Starter
9,A.J. Brown,Wide Receiver,Soup_du Jour,20,10.1,7.9637348221,2.1362651778999995,Bench,Bench
10,A.J. Brown,Wide Receiver,Soup_du Jour,4,2.2,9.6083639804,-7.4083639804,Wide Receiver,Starter
11,A.J. Brown,Wide Receiver,Soup_du Jour,20,NA,0,NA,Bench,Bench
12,A.J. Brown,Wide Receiver,Soup_du Jour,20,21.5,7.4458165657,14.0541834343,Bench,Bench
1,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
2,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
3,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
4,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
5,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
6,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
7,A.J. Green,Wide Receiver,Breaston_Plants Inc,20,0,0,0,Bench,Bench
8,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
9,A.J. Green,Wide Receiver,Breaston_Plants Inc,20,NA,0,NA,Bench,Bench
10,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
11,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
12,A.J. Green,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
1,Aaron Jones,Running Back,Easy As_A Bisi,20,4.4,11.2910268635,-6.8910268635000005,Bench,Bench
2,Aaron Jones,Running Back,Easy As_A Bisi,20,23,13.057213916500002,9.942786083499998,Bench,Bench
3,Aaron Jones,Running Back,Easy As_A Bisi,23,14.8,15.764161933999999,-0.96416193399999806,Flex,Starter
4,Aaron Jones,Running Back,Easy As_A Bisi,20,14.8,13.204927413499998,1.5950725865000024,Bench,Bench
5,Aaron Jones,Running Back,Easy As_A Bisi,20,45.7,13.603709914500003,32.0962900855,Bench,Bench
6,Aaron Jones,Running Back,Easy As_A Bisi,2,6,15.762089355,-9.762089355,Running Back,Starter
7,Aaron Jones,Running Back,Easy As_A Bisi,2,16.3,16.233459172,0.06654082800000083,Running Back,Starter
8,Aaron Jones,Running Back,Easy As_A Bisi,2,38.1,15.639594601499999,22.4604053985,Running Back,Starter
9,Aaron Jones,Running Back,Easy As_A Bisi,2,3.4,15.898235752,-12.498235752,Running Back,Starter
10,Aaron Jones,Running Back,Easy As_A Bisi,2,27.3,17.210236060999996,10.089763939000004,Running Back,Starter
11,Aaron Jones,Running Back,Easy As_A Bisi,20,NA,0,NA,Bench,Bench
12,Aaron Jones,Running Back,Easy As_A Bisi,2,3.8000000000000003,13.082580811,-9.282580810999999,Running Back,Starter
1,Aaron Rodgers,Quarterback,B1G_HAUS,20,12.920000000000002,15.944781335999998,-3.0247813359999967,Bench,Bench
2,Aaron Rodgers,Quarterback,B1G_HAUS,20,14.36,17.147755214,-2.7877552140000006,Bench,Bench
3,Aaron Rodgers,Quarterback,B1G_HAUS,20,13.3,17.866375276,-4.566375275999999,Bench,Bench
4,Aaron Rodgers,Quarterback,B1G_HAUS,20,25.48,18.219445694,7.2605543059999995,Bench,Bench
5,Aaron Rodgers,Quarterback,B1G_HAUS,0,9.42,18.589993219,-9.169993219,Quarterback,Starter
6,Aaron Rodgers,Quarterback,B1G_HAUS,0,18.32,17.994929354,0.32507064600000035,Quarterback,Starter
7,Aaron Rodgers,Quarterback,B1G_HAUS,0,43.760000000000005,18.90216842,24.857831580000006,Quarterback,Starter
8,Aaron Rodgers,Quarterback,B1G_HAUS,0,27.1,19.12009207,7.979907930000003,Quarterback,Starter
9,Aaron Rodgers,Quarterback,B1G_HAUS,0,12.940000000000001,19.302565652000002,-6.362565652000001,Quarterback,Starter
10,Aaron Rodgers,Quarterback,B1G_HAUS,0,10.02,21.376354351000003,-11.356354351000004,Quarterback,Starter
11,Aaron Rodgers,Quarterback,B1G_HAUS,20,NA,0,NA,Bench,Bench
12,Aaron Rodgers,Quarterback,B1G_HAUS,20,9.46,16.628414628999998,-7.168414628999997,Bench,Bench
1,Adam Thielen,Wide Receiver,Team_Aponte,4,11.8,12.485671740699999,-0.6856717406999984,Wide Receiver,Starter
2,Adam Thielen,Wide Receiver,Team_Aponte,4,10,12.5385221085,-2.5385221085000005,Wide Receiver,Starter
3,Adam Thielen,Wide Receiver,Team_Aponte,4,19.1,11.8870342385,7.212965761500001,Wide Receiver,Starter
4,Adam Thielen,Wide Receiver,Team_Aponte,4,1.6,11.2910920424,-9.691092042400001,Wide Receiver,Starter
5,Adam Thielen,Wide Receiver,Team_Aponte,4,28.5,11.345789446900001,17.1542105531,Wide Receiver,Starter
6,Adam Thielen,Wide Receiver,Team_Aponte,4,14.7,11.341262308600001,3.3587376913999982,Wide Receiver,Starter
7,Adam Thielen,Wide Receiver,Team_Aponte,4,9,12.1211442191,-3.1211442190999996,Wide Receiver,Starter
8,Adam Thielen,Wide Receiver,Team_Aponte,20,0,0,0,Bench,Bench
9,Adam Thielen,Wide Receiver,Team_Aponte,4,0,12.1285159765,-12.1285159765,Wide Receiver,Starter
10,Adam Thielen,Wide Receiver,Team_Aponte,20,0,0,0,Bench,Bench
11,Adam Thielen,Wide Receiver,Team_Aponte,20,0,0,0,Bench,Bench
12,Adam Thielen,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
1,Adrian Peterson,Running Back,NA,NA,0,0,0,NA,Starter
2,Adrian Peterson,Running Back,Heartbreak_Kid,2,10.2,10.066698046,0.13330195399999845,Running Back,Starter
3,Adrian Peterson,Running Back,Heartbreak_Kid,20,3.9000000000000004,8.163008403300001,-4.263008403300001,Bench,Bench
4,Adrian Peterson,Running Back,Heartbreak_Kid,2,2.8000000000000003,10.8648763375,-8.0648763375,Running Back,Starter
5,Adrian Peterson,Running Back,NA,NA,1.8,7.0163381235,-5.2163381235,NA,Starter
6,Adrian Peterson,Running Back,Dillon_Panthers ,2,14.600000000000001,10.332175682299999,4.267824317700002,Running Back,Starter
7,Adrian Peterson,Running Back,B1G_HAUS,23,6.1,9.485697119000001,-3.3856971190000014,Flex,Starter
8,Adrian Peterson,Running Back,B1G_HAUS,20,11.3,10.659560912000002,0.640439087999999,Bench,Bench
9,Adrian Peterson,Running Back,B1G_HAUS,2,13.5,10.571718714000001,2.928281285999999,Running Back,Starter
10,Adrian Peterson,Running Back,B1G_HAUS,2,NA,0,NA,Running Back,Starter
11,Adrian Peterson,Running Back,B1G_HAUS,2,4,8.5480636924,-4.5480636923999995,Running Back,Starter
12,Adrian Peterson,Running Back,B1G_HAUS,2,5.4,7.9814471009,-2.5814471008999993,Running Back,Starter
2,Alexander Mattison,Running Back,NA,NA,2.5,3.0056310435999998,-0.5056310435999998,NA,Starter
3,Alexander Mattison,Running Back,NightTraen_Reign,20,11.8,4.019246857600001,7.7807531424,Bench,Bench
4,Alexander Mattison,Running Back,NightTraen_Reign,20,1.8,3.5248720651,-1.7248720650999998,Bench,Bench
5,Alexander Mattison,Running Back,Hart_attack,20,5.2,4.1834537243000005,1.0165462756999997,Bench,Bench
6,Alexander Mattison,Running Back,Hart_attack,20,4.300000000000001,4.064463287600001,0.23553671240000007,Bench,Bench
7,Alexander Mattison,Running Back,Hart_attack,20,1.8,4.666786344899999,-2.8667863448999995,Bench,Bench
8,Alexander Mattison,Running Back,Hart_attack,20,7.4,5.1648940682,2.2351059318000006,Bench,Bench
9,Alexander Mattison,Running Back,Hart_attack,20,0.6000000000000001,5.2337399404000005,-4.6337399404,Bench,Bench
10,Alexander Mattison,Running Back,Dillon_Panthers ,20,5.9,5.206628446700001,0.6933715532999996,Bench,Bench
11,Alexander Mattison,Running Back,Dillon_Panthers ,20,0.5,5.4435470932,-4.9435470932,Bench,Bench
12,Alexander Mattison,Running Back,Dillon_Panthers ,20,NA,0,NA,Bench,Bench
1,Allen Robinson II,Wide Receiver,Soup_du Jour,4,13.700000000000001,10.728812476,2.971187524000001,Wide Receiver,Starter
2,Allen Robinson II,Wide Receiver,Soup_du Jour,23,6.1000000000000005,10.5821376935,-4.4821376934999995,Flex,Starter
3,Allen Robinson II,Wide Receiver,Soup_du Jour,20,9,10.521882189000001,-1.5218821890000012,Bench,Bench
4,Allen Robinson II,Wide Receiver,Soup_du Jour,20,11.2,10.004449838500001,1.1955501614999982,Bench,Bench
5,Allen Robinson II,Wide Receiver,Soup_du Jour,20,25.200000000000003,10.897255229,14.302744771000002,Bench,Bench
6,Allen Robinson II,Wide Receiver,Soup_du Jour,20,NA,0,NA,Bench,Bench
7,Allen Robinson II,Wide Receiver,Soup_du Jour,20,19.700000000000003,10.390610037000002,9.309389963000001,Bench,Bench
8,Allen Robinson II,Wide Receiver,Soup_du Jour,4,8.7,10.7864990575,-2.086499057500001,Wide Receiver,Starter
9,Allen Robinson II,Wide Receiver,Soup_du Jour,4,1.1,12.3996407195,-11.299640719500001,Wide Receiver,Starter
10,Allen Robinson II,Wide Receiver,Soup_du Jour,4,11.6,10.503965742,1.0960342579999995,Wide Receiver,Starter
11,Allen Robinson II,Wide Receiver,Soup_du Jour,4,3.5,9.9744050445,-6.474405044499999,Wide Receiver,Starter
12,Allen Robinson II,Wide Receiver,Soup_du Jour,20,22.1,10.9188885565,11.1811114435,Bench,Bench
1,Alshon Jeffery,Wide Receiver,Just Drew _It,23,19.6,10.240268804500001,9.3597311955,Flex,Starter
2,Alshon Jeffery,Wide Receiver,Just Drew _It,23,0,10.9389326145,-10.9389326145,Flex,Starter
3,Alshon Jeffery,Wide Receiver,Just Drew _It,20,0,0,0,Bench,Bench
4,Alshon Jeffery,Wide Receiver,Just Drew _It,23,11.3,10.1217126025,1.1782873975000001,Flex,Starter
5,Alshon Jeffery,Wide Receiver,Just Drew _It,23,8.2,9.858469580000001,-1.658469580000002,Flex,Starter
6,Alshon Jeffery,Wide Receiver,Just Drew _It,20,18.6,10.6310281079,7.968971892100001,Bench,Bench
7,Alshon Jeffery,Wide Receiver,Just Drew _It,20,4.800000000000001,12.086538432000001,-7.286538432,Bench,Bench
8,Alshon Jeffery,Wide Receiver,Just Drew _It,4,8.4,10.258315133000002,-1.8583151330000014,Wide Receiver,Starter
9,Alshon Jeffery,Wide Receiver,Just Drew _It,4,5.6,9.254978805,-3.6549788050000007,Wide Receiver,Starter
10,Alshon Jeffery,Wide Receiver,Just Drew _It,20,NA,0,NA,Bench,Bench
11,Alshon Jeffery,Wide Receiver,Just Drew _It,20,0,0,0,Bench,Bench
12,Alshon Jeffery,Wide Receiver,Just Drew _It,20,0,0,0,Bench,Bench
1,Alvin Kamara,Running Back,B1G_HAUS,2,20.400000000000002,18.615232129000002,1.7847678709999997,Running Back,Starter
2,Alvin Kamara,Running Back,B1G_HAUS,2,6.5,18.0993330195,-11.599333019500001,Running Back,Starter
3,Alvin Kamara,Running Back,B1G_HAUS,2,32.6,17.029177238,15.570822762000002,Running Back,Starter
4,Alvin Kamara,Running Back,B1G_HAUS,2,10.4,18.924454217,-8.524454217,Running Back,Starter
5,Alvin Kamara,Running Back,B1G_HAUS,2,13.919999999999998,19.023231929999998,-5.10323193,Running Back,Starter
6,Alvin Kamara,Running Back,B1G_HAUS,2,10.1,18.073515670500004,-7.973515670500005,Running Back,Starter
7,Alvin Kamara,Running Back,B1G_HAUS,20,0,0,0,Bench,Bench
8,Alvin Kamara,Running Back,B1G_HAUS,2,0,0,0,Running Back,Starter
9,Alvin Kamara,Running Back,B1G_HAUS,20,NA,0,NA,Bench,Bench
10,Alvin Kamara,Running Back,B1G_HAUS,20,11.4,20.054147748000002,-8.654147748000002,Bench,Bench
11,Alvin Kamara,Running Back,B1G_HAUS,2,17.2,16.892057814,0.30794218599999823,Running Back,Starter
12,Alvin Kamara,Running Back,B1G_HAUS,2,14.700000000000001,18.334689895,-3.6346898949999993,Running Back,Starter
1,Amari Cooper,Wide Receiver,Soup_du Jour,4,19.6,12.5976451139,7.002354886100001,Wide Receiver,Starter
2,Amari Cooper,Wide Receiver,Soup_du Jour,4,12.4,11.6977597675,0.7022402325000012,Wide Receiver,Starter
3,Amari Cooper,Wide Receiver,Soup_du Jour,4,23.8,11.735866955499999,12.064133044500002,Wide Receiver,Starter
4,Amari Cooper,Wide Receiver,Soup_du Jour,4,7.300000000000001,12.8151408022,-5.5151408021999995,Wide Receiver,Starter
5,Amari Cooper,Wide Receiver,Soup_du Jour,4,34.1,12.024596860699999,22.0754031393,Wide Receiver,Starter
6,Amari Cooper,Wide Receiver,Soup_du Jour,4,0.8,13.048441401000002,-12.248441401000001,Wide Receiver,Starter
7,Amari Cooper,Wide Receiver,Soup_du Jour,4,13.100000000000001,13.418393371,-0.3183933709999991,Wide Receiver,Starter
8,Amari Cooper,Wide Receiver,Soup_du Jour,20,NA,0,NA,Bench,Bench
9,Amari Cooper,Wide Receiver,Soup_du Jour,23,16,12.599274031000002,3.400725968999998,Flex,Starter
10,Amari Cooper,Wide Receiver,Soup_du Jour,23,26.200000000000003,12.781796860999998,13.418203139000004,Flex,Starter
11,Amari Cooper,Wide Receiver,Soup_du Jour,23,5.300000000000001,12.897916441,-7.597916440999999,Flex,Starter
12,Amari Cooper,Wide Receiver,Soup_du Jour,4,0,10.861522971,-10.861522971,Wide Receiver,Starter
1,Andy Isabella,Wide Receiver,B1G_HAUS,20,0,4.3029853773,-4.3029853773,Bench,Bench
1,Antonio Brown,Wide Receiver,Team_Aponte,20,0,0,0,Bench,Bench
2,Antonio Brown,Wide Receiver,Team_Aponte,23,14.100000000000001,11.134745477,2.9652545230000023,Flex,Starter
3,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
4,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
5,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
6,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
7,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
8,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
9,Antonio Brown,Wide Receiver,Team_Aponte,20,NA,0,NA,Bench,Bench
6,Auden Tate,Wide Receiver,NA,NA,11.6,8.5199541775,3.080045822499999,NA,Starter
7,Auden Tate,Wide Receiver,Dillon_Panthers ,4,8,8.9906898555,-0.9906898554999994,Wide Receiver,Starter
9,Auden Tate,Wide Receiver,NA,NA,NA,0,NA,NA,Starter
10,Auden Tate,Wide Receiver,Breaston_Plants Inc,23,5.1,9.453805763,-4.353805763,Flex,Starter
1,Austin Ekeler,Running Back,Easy As_A Bisi,2,36.400000000000006,14.2363060525,22.163693947500008,Running Back,Starter
2,Austin Ekeler,Running Back,Easy As_A Bisi,2,20.3,14.805407795000002,5.494592204999998,Running Back,Starter
3,Austin Ekeler,Running Back,Easy As_A Bisi,2,11.6,16.460753026000003,-4.860753026000003,Running Back,Starter
4,Austin Ekeler,Running Back,Easy As_A Bisi,2,26.7,18.2570841715,8.442915828499999,Running Back,Starter
5,Austin Ekeler,Running Back,Easy As_A Bisi,2,14.8,12.591961284999998,2.2080387150000025,Running Back,Starter
6,Austin Ekeler,Running Back,Easy As_A Bisi,20,4.300000000000001,12.180803936000002,-7.880803936000001,Bench,Bench
7,Austin Ekeler,Running Back,Easy As_A Bisi,20,22,10.800229849499999,11.199770150500001,Bench,Bench
8,Austin Ekeler,Running Back,Easy As_A Bisi,20,9.2,12.113417123500001,-2.913417123500002,Bench,Bench
9,Austin Ekeler,Running Back,Easy As_A Bisi,20,11.3,11.4031615595,-0.10316155950000017,Bench,Bench
10,Austin Ekeler,Running Back,Easy As_A Bisi,20,11.8,11.662003334,0.13799666600000116,Bench,Bench
11,Austin Ekeler,Running Back,Easy As_A Bisi,2,17.200000000000003,11.332051120000001,5.867948880000002,Running Back,Starter
12,Austin Ekeler,Running Back,Easy As_A Bisi,20,NA,0,NA,Bench,Bench
1,Austin Hooper,Tight End,Dillon_Panthers ,6,12.2,7.3730388637,4.8269611363,Tight End,Starter
2,Austin Hooper,Tight End,Dillon_Panthers ,6,5.4,7.8208982575000014,-2.420898257500001,Tight End,Starter
3,Austin Hooper,Tight End,Dillon_Panthers ,6,21.6,7.4817555350000005,14.118244465,Tight End,Starter
4,Austin Hooper,Tight End,Dillon_Panthers ,6,17.5,7.830307003,9.669692997,Tight End,Starter
5,Austin Hooper,Tight End,Dillon_Panthers ,6,10.600000000000001,9.427169932500002,1.1728300674999996,Tight End,Starter
6,Austin Hooper,Tight End,Dillon_Panthers ,6,21.700000000000003,11.8768410395,9.823158960500002,Tight End,Starter
7,Austin Hooper,Tight End,Dillon_Panthers ,6,12.600000000000001,12.683566393,-0.08356639299999813,Tight End,Starter
8,Austin Hooper,Tight End,Dillon_Panthers ,6,15.5,10.1713912035,5.328608796499999,Tight End,Starter
9,Austin Hooper,Tight End,Dillon_Panthers ,20,NA,0,NA,Bench,Bench
10,Austin Hooper,Tight End,Dillon_Panthers ,6,9.7,11.900719811,-2.200719811000001,Tight End,Starter
11,Austin Hooper,Tight End,Dillon_Panthers ,21,0,0,0,IR,Bench
12,Austin Hooper,Tight End,Dillon_Panthers ,21,0,0,0,IR,Bench
1,Baker Mayfield,Quarterback,Hart_attack,0,9.4,16.5818363087,-7.181836308700001,Quarterback,Starter
2,Baker Mayfield,Quarterback,Hart_attack,0,15,17.7778331736,-2.7778331736000013,Quarterback,Starter
3,Baker Mayfield,Quarterback,Hart_attack,0,9.7,15.9702814308,-6.270281430800001,Quarterback,Starter
4,Baker Mayfield,Quarterback,Hart_attack,20,15.78,15.1872373309,0.592762669099999,Bench,Bench
5,Baker Mayfield,Quarterback,Hart_attack,20,-2,16.1870077278,-18.1870077278,Bench,Bench
6,Baker Mayfield,Quarterback,Hart_attack,20,19.46,15.110756912100001,4.3492430879,Bench,Bench
7,Baker Mayfield,Quarterback,Hart_attack,20,NA,0,NA,Bench,Bench
8,Baker Mayfield,Quarterback,Hart_attack,20,11.559999999999999,11.6952006099,-0.13520060990000182,Bench,Bench
9,Baker Mayfield,Quarterback,Hart_attack,20,17.12,12.178330774800003,4.941669225199998,Bench,Bench
11,Baker Mayfield,Quarterback,NA,NA,21.82,12.2000486978,9.6199513022,NA,Starter
12,Baker Mayfield,Quarterback,Team_Aponte,0,23.58,15.5400921697,8.039907830299999,Quarterback,Starter
1,Bears D/ST,Defense,NightTraen_Reign,16,16,13.964287575,2.035712425,Defense,Starter
2,Bears D/ST,Defense,NightTraen_Reign,16,15.399999999999999,13.205054685999999,2.194945314,Defense,Starter
3,Bears D/ST,Defense,NightTraen_Reign,16,27,15.832451618999999,11.167548381000001,Defense,Starter
4,Bears D/ST,Defense,NightTraen_Reign,16,20.6,15.761991332,4.838008668000002,Defense,Starter
5,Bears D/ST,Defense,NightTraen_Reign,16,11.399999999999999,16.271281035,-4.871281035000003,Defense,Starter
7,Bears D/ST,Defense,Dillon_Panthers ,16,2.5999999999999996,17.498729168999997,-14.898729168999997,Defense,Starter
8,Bears D/ST,Defense,Dillon_Panthers ,16,14.2,15.961706378999999,-1.7617063789999996,Defense,Starter
9,Bears D/ST,Defense,Dillon_Panthers ,20,10.2,13.041587134000002,-2.8415871340000027,Bench,Bench
10,Bears D/ST,Defense,NightTraen_Reign,16,15.8,17.324230340999996,-1.5242303409999955,Defense,Starter
11,Bears D/ST,Defense,NightTraen_Reign,16,15.2,12.799722658999999,2.4002773410000007,Defense,Starter
12,Bears D/ST,Defense,NightTraen_Reign,16,15.399999999999999,16.752586259,-1.3525862590000024,Defense,Starter
1,Ben Roethlisberger,Quarterback,Just Drew _It,0,9.740000000000002,17.3731268619,-7.633126861899999,Quarterback,Starter
2,Ben Roethlisberger,Quarterback,Just Drew _It,20,3,18.8469115626,-15.846911562599999,Bench,Bench
1,Bills D/ST,Defense,B1G_HAUS,16,17.8,13.131968874999998,4.668031125000002,Defense,Starter
2,Bills D/ST,Defense,B1G_HAUS,16,16.4,13.115958302,3.2840416979999993,Defense,Starter
3,Bills D/ST,Defense,B1G_HAUS,16,17.2,16.656398998,0.5436010019999991,Defense,Starter
4,Bills D/ST,Defense,B1G_HAUS,16,14.6,12.593216873,2.0067831270000003,Defense,Starter
5,Bills D/ST,Defense,B1G_HAUS,16,18.2,13.749073542999998,4.450926457000001,Defense,Starter
7,Bills D/ST,Defense,B1G_HAUS,16,12.6,20.162244733799994,-7.562244733799995,Defense,Starter
8,Bills D/ST,Defense,B1G_HAUS,16,6.6,15.802914117999999,-9.202914117999999,Defense,Starter
9,Bills D/ST,Defense,B1G_HAUS,16,16.4,17.774001641,-1.374001641000003,Defense,Starter
10,Bills D/ST,Defense,B1G_HAUS,16,13.399999999999999,13.634156186000002,-0.23415618600000343,Defense,Starter
11,Bills D/ST,Defense,B1G_HAUS,16,12,16.09108862,-4.091088620000001,Defense,Starter
12,Bills D/ST,Defense,B1G_HAUS,16,20.8,17.566011527,3.233988473,Defense,Starter
7,Bisi Johnson,Wide Receiver,NA,NA,12,2.926346896,9.073653104,NA,Starter
8,Bisi Johnson,Wide Receiver,Heartbreak_Kid,4,3.7,7.079313675,-3.3793136749999997,Wide Receiver,Starter
11,Bo Scarbrough,Running Back,NA,NA,11.5,2.5490420097,8.950957990300001,NA,Starter
12,Bo Scarbrough,Running Back,The_Peppy Kids,23,7.800000000000001,9.105777721500003,-1.305777721500002,Flex,Starter
1,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,4,4.9,12.0609888888,-7.1609888888,Wide Receiver,Starter
2,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,4,15.100000000000001,12.029833312400001,3.0701666876000004,Wide Receiver,Starter
3,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,20,16,10.6924429728,5.3075570272,Bench,Bench
4,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,23,10.100000000000001,11.0693811308,-0.9693811307999987,Flex,Starter
5,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,4,6.1000000000000005,11.399226482400001,-5.299226482400001,Wide Receiver,Starter
6,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,23,4.7,10.4642812831,-5.7642812831,Flex,Starter
7,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,23,7.9,9.7850583188,-1.8850583188000005,Flex,Starter
8,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,23,0,10.116292389,-10.116292389,Flex,Starter
9,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,20,NA,0,NA,Bench,Bench
10,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
11,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,21,0,0,0,IR,Bench
12,Brandin Cooks,Wide Receiver,Breaston_Plants Inc,4,4.300000000000001,9.239833111600001,-4.9398331116000005,Wide Receiver,Starter
10,Brian Hill,Running Back,NA,NA,13.600000000000001,4.017450391500001,9.5825496085,NA,Starter
11,Brian Hill,Running Back,Hart_attack,2,4.3,11.519796651999998,-7.2197966519999985,Running Back,Starter
12,Brian Hill,Running Back,Hart_attack,23,4.2,10.282276707,-6.082276706999999,Flex,Starter
1,Broncos D/ST,Defense,Pre-Snap_Adjustment,16,9.399999999999999,12.387549181999999,-2.9875491820000004,Defense,Starter
2,Broncos D/ST,Defense,Pre-Snap_Adjustment,16,13.6,13.658275811999998,-0.058275811999997984,Defense,Starter
5,Broncos D/ST,Defense,NA,NA,17.8,11.698839012,6.101160988,NA,Starter
6,Broncos D/ST,Defense,NightTraen_Reign,16,24,14.927851417,9.072148583,Defense,Starter
1,Browns D/ST,Defense,Just Drew _It,16,3,14.139274015999996,-11.139274015999996,Defense,Starter
2,Browns D/ST,Defense,Dillon_Panthers ,16,20.8,13.639673290999998,7.160326709000003,Defense,Starter
1,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,14.4,9.4014841341,4.9985158659,Wide Receiver,Starter
2,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,20.5,10.3587874939,10.1412125061,Wide Receiver,Starter
3,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,1.1,10.0990290662,-8.9990290662,Wide Receiver,Starter
4,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,4.7,10.2281122038,-5.5281122038,Wide Receiver,Starter
5,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,23,17.3,10.011478660899998,7.2885213391000025,Flex,Starter
6,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,12.8,10.3506089577,2.4493910423000003,Wide Receiver,Starter
7,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,5,11.1235811185,-6.123581118500001,Wide Receiver,Starter
8,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,20,11,8.767336712,2.2326632879999995,Bench,Bench
9,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,20,NA,0,NA,Bench,Bench
10,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,6.200000000000001,10.5445283935,-4.344528393499999,Wide Receiver,Starter
11,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,24.3,10.475940380199999,13.824059619800002,Wide Receiver,Starter
12,Calvin Ridley,Wide Receiver,Pre-Snap_Adjustment,4,19,11.5352137494,7.4647862506,Wide Receiver,Starter
1,Cam Newton,Quarterback,Breaston_Plants Inc,0,5.36,18.493309009,-13.133309009000001,Quarterback,Starter
2,Cam Newton,Quarterback,Breaston_Plants Inc,0,11.32,19.030975859,-7.710975859000001,Quarterback,Starter
7,Cameron Brate,Tight End,NA,NA,NA,0,NA,NA,Starter
8,Cameron Brate,Tight End,Breaston_Plants Inc,6,4.7,5.36366722,-0.6636672199999998,Tight End,Starter
1,Carlos Hyde,Running Back,NA,NA,9,3.3899882328000004,5.6100117672,NA,Starter
2,Carlos Hyde,Running Back,NightTraen_Reign,20,9,7.381611716,1.618388284,Bench,Bench
3,Carlos Hyde,Running Back,NightTraen_Reign,2,7.9,7.8386146846,0.06138531539999992,Running Back,Starter
4,Carlos Hyde,Running Back,NightTraen_Reign,2,8.4,10.233270993700001,-1.8332709937000011,Running Back,Starter
5,Carlos Hyde,Running Back,NightTraen_Reign,2,12,10.4251706802,1.5748293197999992,Running Back,Starter
