scoringPeriodId,Player,Position,Team,playerrosterslot,Actual,Predicted,ActualMinusPredicted,SlottedPosition,Starter
2,Darren Waller,Tight End,The_Peppy Kids,6,9.3,9.373667807499999,-0.0736678074999979,Tight End,Starter
3,Darren Waller,Tight End,The_Peppy Kids,6,20.6,8.326775818000002,12.273224182,Tight End,Starter
4,Darren Waller,Tight End,The_Peppy Kids,6,8.8,10.278839335,-1.478839335,Tight End,Starter
5,Darren Waller,Tight End,The_Peppy Kids,6,5.9,11.389950245000001,-5.489950245000001,Tight End,Starter
6,Darren Waller,Tight End,The_Peppy Kids,20,NA,0,NA,Bench,Bench
7,Darren Waller,Tight End,The_Peppy Kids,6,28.1,11.4517920995,16.6482079005,Tight End,Starter
8,Darren Waller,Tight End,The_Peppy Kids,6,8.1,12.611677786000001,-4.511677786000002,Tight End,Starter
9,Darren Waller,Tight End,The_Peppy Kids,6,6.2,12.4648892515,-6.2648892515000005,Tight End,Starter
10,Darren Waller,Tight End,The_Peppy Kids,6,5.5,11.379633901500002,-5.879633901500002,Tight End,Starter
11,Darren Waller,Tight End,The_Peppy Kids,6,10.100000000000001,10.389590505500001,-0.28959050549999965,Tight End,Starter
12,Darren Waller,Tight End,The_Peppy Kids,6,5.6000000000000005,11.201829378000001,-5.601829378000001,Tight End,Starter
1,Darwin Thompson,Running Back,Hart_attack,20,0.8,2.1689562802999998,-1.3689562802999997,Bench,Bench
2,Darwin Thompson,Running Back,Hart_attack,20,0.1,2.0069012147,-1.9069012147,Bench,Bench
3,Darwin Thompson,Running Back,Hart_attack,20,0.8,7.2318400675,-6.4318400675000005,Bench,Bench
4,Darwin Thompson,Running Back,Hart_attack,20,0,1.3976499485000002,-1.3976499485000002,Bench,Bench
1,Davante Adams,Wide Receiver,NightTraen_Reign,4,5.6,13.704321707500002,-8.104321707500002,Wide Receiver,Starter
2,Davante Adams,Wide Receiver,NightTraen_Reign,4,14.100000000000001,13.222759083500002,0.8772409164999999,Wide Receiver,Starter
3,Davante Adams,Wide Receiver,NightTraen_Reign,4,7.6000000000000005,13.387882089,-5.787882088999999,Wide Receiver,Starter
4,Davante Adams,Wide Receiver,NightTraen_Reign,4,23,14.188322601500001,8.811677398499999,Wide Receiver,Starter
5,Davante Adams,Wide Receiver,NightTraen_Reign,20,0,0,0,Bench,Bench
6,Davante Adams,Wide Receiver,Dillon_Panthers ,20,0,0,0,Bench,Bench
7,Davante Adams,Wide Receiver,Dillon_Panthers ,20,0,0,0,Bench,Bench
8,Davante Adams,Wide Receiver,Dillon_Panthers ,20,0,0,0,Bench,Bench
9,Davante Adams,Wide Receiver,Dillon_Panthers ,4,7.6000000000000005,14.373807385,-6.773807384999999,Wide Receiver,Starter
10,Davante Adams,Wide Receiver,Dillon_Panthers ,4,15.3,14.9032306675,0.3967693324999999,Wide Receiver,Starter
11,Davante Adams,Wide Receiver,Dillon_Panthers ,20,NA,0,NA,Bench,Bench
12,Davante Adams,Wide Receiver,Dillon_Panthers ,4,15.8,13.609047057,2.190952943000001,Wide Receiver,Starter
1,David Johnson,Running Back,Pre-Snap_Adjustment,2,22.700000000000003,17.503399585500006,5.196600414499997,Running Back,Starter
2,David Johnson,Running Back,Pre-Snap_Adjustment,2,7.9,15.705714735999997,-7.805714735999997,Running Back,Starter
3,David Johnson,Running Back,Pre-Snap_Adjustment,2,15.5,16.686108487000002,-1.186108487000002,Running Back,Starter
4,David Johnson,Running Back,Pre-Snap_Adjustment,2,17.9,14.152364065,3.747635934999998,Running Back,Starter
5,David Johnson,Running Back,Pre-Snap_Adjustment,2,17.1,16.905207898,0.19479210200000097,Running Back,Starter
6,David Johnson,Running Back,Pre-Snap_Adjustment,2,25.2,16.005908325,9.194091675,Running Back,Starter
7,David Johnson,Running Back,Pre-Snap_Adjustment,2,0.2,16.562876305499998,-16.3628763055,Running Back,Starter
8,David Johnson,Running Back,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
9,David Johnson,Running Back,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
10,David Johnson,Running Back,Pre-Snap_Adjustment,23,-0.5,14.169850868499998,-14.669850868499998,Flex,Starter
11,David Johnson,Running Back,Pre-Snap_Adjustment,20,0,8.532790838,-8.532790838,Bench,Bench
12,David Johnson,Running Back,Pre-Snap_Adjustment,20,NA,0,NA,Bench,Bench
1,David Montgomery,Running Back,Breaston_Plants Inc,2,5,10.268052546999996,-5.268052546999996,Running Back,Starter
2,David Montgomery,Running Back,Breaston_Plants Inc,20,13.299999999999999,9.075508483,4.224491516999999,Bench,Bench
3,David Montgomery,Running Back,Breaston_Plants Inc,2,9.6,11.540176420500002,-1.940176420500002,Running Back,Starter
4,David Montgomery,Running Back,Breaston_Plants Inc,20,8.200000000000001,10.960790633500004,-2.7607906335000028,Bench,Bench
5,David Montgomery,Running Back,Breaston_Plants Inc,2,10.1,12.977519860000001,-2.8775198600000014,Running Back,Starter
6,David Montgomery,Running Back,Easy As_A Bisi,20,NA,0,NA,Bench,Bench
7,David Montgomery,Running Back,Easy As_A Bisi,23,0.9000000000000001,11.569719716,-10.669719716,Flex,Starter
8,David Montgomery,Running Back,Easy As_A Bisi,20,22.7,10.580261527000003,12.119738472999996,Bench,Bench
9,David Montgomery,Running Back,Easy As_A Bisi,20,21.1,10.5847998955,10.515200104500002,Bench,Bench
10,David Montgomery,Running Back,Easy As_A Bisi,23,6,15.768203371000002,-9.768203371000002,Flex,Starter
11,David Montgomery,Running Back,Easy As_A Bisi,2,5.5,11.2177918545,-5.7177918545,Running Back,Starter
12,David Montgomery,Running Back,Easy As_A Bisi,20,4.1000000000000005,12.0511735085,-7.951173508499999,Bench,Bench
1,David Njoku,Tight End,Just Drew _It,6,11.7,7.220792778500001,4.4792072214999985,Tight End,Starter
2,David Njoku,Tight End,Just Drew _It,6,0,7.848954816,-7.848954816,Tight End,Starter
1,DeAndre Hopkins,Wide Receiver,NightTraen_Reign,4,27.1,16.253137994,10.846862006000002,Wide Receiver,Starter
2,DeAndre Hopkins,Wide Receiver,NightTraen_Reign,4,6.5,13.128197841,-6.628197841,Wide Receiver,Starter
3,DeAndre Hopkins,Wide Receiver,NightTraen_Reign,4,9.7,14.052734748,-4.352734748000001,Wide Receiver,Starter
4,DeAndre Hopkins,Wide Receiver,NightTraen_Reign,4,4.6000000000000005,14.673550738000001,-10.073550738000002,Wide Receiver,Starter
5,DeAndre Hopkins,Wide Receiver,NightTraen_Reign,4,12.3,13.7388541585,-1.4388541584999999,Wide Receiver,Starter
6,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,4,12,14.210631421999999,-2.2106314219999987,Wide Receiver,Starter
7,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,4,21.1,12.9529318425,8.147068157500001,Wide Receiver,Starter
8,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,4,16.4,14.4842731735,1.9157268264999985,Wide Receiver,Starter
9,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,4,15.4,15.456394451500001,-0.056394451500001,Wide Receiver,Starter
10,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,20,NA,0,NA,Bench,Bench
11,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,4,11.5,16.254368993,-4.754368993,Wide Receiver,Starter
12,DeAndre Hopkins,Wide Receiver,Dillon_Panthers ,4,24.4,13.6971244005,10.702875599499999,Wide Receiver,Starter
1,Dede Westbrook,Wide Receiver,Dillon_Panthers ,20,11.7,10.206073375,1.4939266249999985,Bench,Bench
2,Dede Westbrook,Wide Receiver,Dillon_Panthers ,20,0.8,8.7229439755,-7.9229439755,Bench,Bench
6,Dede Westbrook,Wide Receiver,NA,NA,6.800000000000001,9.460778816600001,-2.6607788166000006,NA,Starter
7,Dede Westbrook,Wide Receiver,B1G_HAUS,4,14.700000000000001,9.857442496300001,4.8425575037,Wide Receiver,Starter
8,Dede Westbrook,Wide Receiver,B1G_HAUS,4,0,9.796765635300002,-9.796765635300002,Wide Receiver,Starter
9,Dede Westbrook,Wide Receiver,B1G_HAUS,20,0,0,0,Bench,Bench
10,Dede Westbrook,Wide Receiver,B1G_HAUS,20,NA,0,NA,Bench,Bench
11,Dede Westbrook,Wide Receiver,B1G_HAUS,20,5.2,8.8922016318,-3.6922016318000006,Bench,Bench
12,Dede Westbrook,Wide Receiver,B1G_HAUS,4,10.9,8.359063821400001,2.540936178599999,Wide Receiver,Starter
1,Deebo Samuel,Wide Receiver,Pre-Snap_Adjustment,20,3.2,4.5623458309,-1.3623458308999998,Bench,Bench
2,Deebo Samuel,Wide Receiver,Pre-Snap_Adjustment,20,17.799999999999997,6.282934966800001,11.517065033199996,Bench,Bench
3,Deebo Samuel,Wide Receiver,Pre-Snap_Adjustment,20,5.9,7.7802691964,-1.8802691963999996,Bench,Bench
11,Deebo Samuel,Wide Receiver,NA,NA,17.4,8.596888313000001,8.803111686999998,NA,Starter
12,Deebo Samuel,Wide Receiver,Easy As_A Bisi,20,12,8.7996184873,3.2003815127,Bench,Bench
1,Delanie Walker,Tight End,Team_Aponte,6,20,7.5419591475,12.4580408525,Tight End,Starter
2,Delanie Walker,Tight End,Team_Aponte,6,5.9,7.449893744999999,-1.5498937449999985,Tight End,Starter
3,Delanie Walker,Tight End,Team_Aponte,6,9.9,7.764166422500001,2.1358335774999997,Tight End,Starter
4,Delanie Walker,Tight End,Team_Aponte,6,0.9,9.913617417500001,-9.0136174175,Tight End,Starter
5,Delanie Walker,Tight End,Team_Aponte,6,1.5,8.402068305,-6.902068305,Tight End,Starter
6,Delanie Walker,Tight End,NA,NA,5.8,6.863359733,-1.0633597330000004,NA,Starter
7,Delanie Walker,Tight End,Soup_du Jour,6,0,8.0635661085,-8.0635661085,Tight End,Starter
2,Demarcus Robinson,Wide Receiver,NA,NA,32.2,6.489069971,25.710930029000004,NA,Starter
3,Demarcus Robinson,Wide Receiver,Breaston_Plants Inc,4,11.8,9.4665345125000009,2.3334654875,Wide Receiver,Starter
4,Demarcus Robinson,Wide Receiver,Breaston_Plants Inc,4,5.5,9.631171741,-4.131171740999999,Wide Receiver,Starter
5,Demarcus Robinson,Wide Receiver,Breaston_Plants Inc,20,4.6,8.8654782615,-4.2654782615,Bench,Bench
10,Derek Carr,Quarterback,NA,NA,13.120000000000001,15.6206890875,-2.5006890874999996,NA,Starter
11,Derek Carr,Quarterback,Just Drew _It,0,19.78,16.4960980326,3.283901967400002,Quarterback,Starter
12,Derek Carr,Quarterback,Just Drew _It,0,4.18,15.6792243834,-11.4992243834,Quarterback,Starter
1,Derrick Henry,Running Back,Easy As_A Bisi,2,28.4,13.214904721499998,15.1850952785,Running Back,Starter
2,Derrick Henry,Running Back,Easy As_A Bisi,2,16.400000000000002,14.775616916000002,1.6243830839999998,Running Back,Starter
3,Derrick Henry,Running Back,Easy As_A Bisi,2,11.1,13.3222370425,-2.2222370424999998,Running Back,Starter
4,Derrick Henry,Running Back,Easy As_A Bisi,2,11.3,14.026878553,-2.726878552999999,Running Back,Starter
5,Derrick Henry,Running Back,Easy As_A Bisi,2,13.8,15.111941656,-1.3119416560000001,Running Back,Starter
6,Derrick Henry,Running Back,Easy As_A Bisi,2,3.8000000000000003,14.126529421499999,-10.326529421499998,Running Back,Starter
7,Derrick Henry,Running Back,Easy As_A Bisi,2,17.3,15.399430362500002,1.9005696374999985,Running Back,Starter
8,Derrick Henry,Running Back,Easy As_A Bisi,2,6.8,15.337773678000001,-8.537773678,Running Back,Starter
9,Derrick Henry,Running Back,Easy As_A Bisi,2,23.400000000000002,14.462350972000001,8.937649028000001,Running Back,Starter
10,Derrick Henry,Running Back,Easy As_A Bisi,2,32.1,14.658117678000002,17.441882321999998,Running Back,Starter
11,Derrick Henry,Running Back,Easy As_A Bisi,20,NA,0,NA,Bench,Bench
12,Derrick Henry,Running Back,Easy As_A Bisi,2,28,18.2336917855,9.7663082145,Running Back,Starter
1,Derrius Guice,Running Back,Heartbreak_Kid,20,5.3,11.489862784499998,-6.189862784499998,Bench,Bench
6,Derrius Guice,Running Back,NA,NA,0,0,0,NA,Starter
7,Derrius Guice,Running Back,Hart_attack,20,0,0,0,Bench,Bench
8,Derrius Guice,Running Back,Hart_attack,21,0,0,0,IR,Bench
9,Derrius Guice,Running Back,Hart_attack,21,0,0,0,IR,Bench
10,Derrius Guice,Running Back,Pre-Snap_Adjustment,20,NA,0,NA,Bench,Bench
11,Derrius Guice,Running Back,Pre-Snap_Adjustment,23,13.4,6.3257317435,7.074268256500001,Flex,Starter
12,Derrius Guice,Running Back,Pre-Snap_Adjustment,23,4.300000000000001,8.445172377999999,-4.145172377999998,Flex,Starter
1,DeSean Jackson,Wide Receiver,NA,NA,31.4,7.6166690867,23.7833309133,NA,Starter
2,DeSean Jackson,Wide Receiver,Just Drew _It,20,0,9.9054854331,-9.9054854331,Bench,Bench
3,DeSean Jackson,Wide Receiver,Just Drew _It,21,0,0,0,IR,Bench
4,DeSean Jackson,Wide Receiver,Just Drew _It,21,0,0,0,IR,Bench
5,DeSean Jackson,Wide Receiver,Just Drew _It,21,0,0,0,IR,Bench
6,DeSean Jackson,Wide Receiver,Just Drew _It,20,0,0,0,Bench,Bench
7,DeSean Jackson,Wide Receiver,Just Drew _It,20,0,0,0,Bench,Bench
8,DeSean Jackson,Wide Receiver,Just Drew _It,21,0,0,0,IR,Bench
9,DeSean Jackson,Wide Receiver,Just Drew _It,20,1,8.549074823800002,-7.549074823800002,Bench,Bench
1,Deshaun Watson,Quarterback,Easy As_A Bisi,0,30.72,21.472903706,9.247096293999999,Quarterback,Starter
2,Deshaun Watson,Quarterback,Easy As_A Bisi,0,12.86,18.676715675,-5.816715675000001,Quarterback,Starter
3,Deshaun Watson,Quarterback,Easy As_A Bisi,0,25.840000000000003,19.000351301000002,6.839648699000001,Quarterback,Starter
4,Deshaun Watson,Quarterback,Easy As_A Bisi,0,11.600000000000001,21.299877572,-9.699877571999998,Quarterback,Starter
5,Deshaun Watson,Quarterback,Easy As_A Bisi,0,41.739999999999995,20.235981388,21.504018611999996,Quarterback,Starter
6,Deshaun Watson,Quarterback,Easy As_A Bisi,0,29.4,21.473120877,7.926879122999999,Quarterback,Starter
7,Deshaun Watson,Quarterback,Easy As_A Bisi,0,15.52,20.949458448,-5.429458448000002,Quarterback,Starter
8,Deshaun Watson,Quarterback,Easy As_A Bisi,0,27.76,22.330726694,5.4292733060000025,Quarterback,Starter
9,Deshaun Watson,Quarterback,Easy As_A Bisi,0,19.740000000000002,21.053230522,-1.3132305219999978,Quarterback,Starter
10,Deshaun Watson,Quarterback,Easy As_A Bisi,20,NA,0,NA,Bench,Bench
11,Deshaun Watson,Quarterback,Easy As_A Bisi,0,3.96,20.545687456000003,-16.585687456000002,Quarterback,Starter
12,Deshaun Watson,Quarterback,Easy As_A Bisi,0,18.92,20.414622555,-1.4946225549999994,Quarterback,Starter
7,DeVante Parker,Wide Receiver,NA,NA,14,7.1811085365,6.8188914635,NA,Starter
8,DeVante Parker,Wide Receiver,Team_Aponte,4,8.9,7.847179766,1.0528202340000004,Wide Receiver,Starter
9,DeVante Parker,Wide Receiver,Team_Aponte,20,13.7,8.8906332145,4.8093667855,Bench,Bench
10,DeVante Parker,Wide Receiver,Team_Aponte,4,9.4,9.002085259500001,0.3979147404999992,Wide Receiver,Starter
11,DeVante Parker,Wide Receiver,Team_Aponte,4,17,8.6403639935,8.3596360065,Wide Receiver,Starter
12,DeVante Parker,Wide Receiver,Team_Aponte,4,12.1,10.508808089,1.5911919109999992,Wide Receiver,Starter
1,Devin Singletary,Running Back,Dillon_Panthers ,20,12.3,9.105696694999999,3.194303305000002,Bench,Bench
2,Devin Singletary,Running Back,Dillon_Panthers ,23,11.7,9.517593558,2.1824064419999996,Flex,Starter
3,Devin Singletary,Running Back,Dillon_Panthers ,20,0,0,0,Bench,Bench
4,Devin Singletary,Running Back,Dillon_Panthers ,20,0,0,0,Bench,Bench
5,Devin Singletary,Running Back,Dillon_Panthers ,20,0,0,0,Bench,Bench
6,Devin Singletary,Running Back,Hart_attack,20,NA,0,NA,Bench,Bench
7,Devin Singletary,Running Back,Hart_attack,23,2.6,8.79644376,-6.196443760000001,Flex,Starter
8,Devin Singletary,Running Back,NA,NA,12.9,7.727238581,5.172761419,NA,Starter
9,Devin Singletary,Running Back,Heartbreak_Kid,2,21.5,8.085464542,13.414535458,Running Back,Starter
10,Devin Singletary,Running Back,Heartbreak_Kid,2,6.5,11.2783278365,-4.778327836500001,Running Back,Starter
11,Devin Singletary,Running Back,Heartbreak_Kid,2,8.4,11.955926863500002,-3.5559268635000016,Running Back,Starter
12,Devin Singletary,Running Back,Heartbreak_Kid,2,11.900000000000002,10.694757750500003,1.2052422494999995,Running Back,Starter
1,Devonta Freeman,Running Back,Pre-Snap_Adjustment,23,2.6000000000000005,12.752106289,-10.152106288999999,Flex,Starter
2,Devonta Freeman,Running Back,Pre-Snap_Adjustment,23,7.9,14.151190371499998,-6.251190371499998,Flex,Starter
3,Devonta Freeman,Running Back,Pre-Snap_Adjustment,23,11,12.184107442,-1.1841074420000002,Flex,Starter
4,Devonta Freeman,Running Back,Pre-Snap_Adjustment,2,14,12.282478038,1.7175219619999993,Running Back,Starter
5,Devonta Freeman,Running Back,B1G_HAUS,2,15.5,11.658058478000001,3.841941521999999,Running Back,Starter
6,Devonta Freeman,Running Back,B1G_HAUS,2,25.3,13.4984891465,11.8015108535,Running Back,Starter
7,Devonta Freeman,Running Back,B1G_HAUS,2,3.5000000000000004,14.063767677500001,-10.563767677500001,Running Back,Starter
8,Devonta Freeman,Running Back,B1G_HAUS,2,12.200000000000001,13.452902852000001,-1.252902852,Running Back,Starter
9,Devonta Freeman,Running Back,B1G_HAUS,20,NA,0,NA,Bench,Bench
10,Devonta Freeman,Running Back,B1G_HAUS,20,6.300000000000001,11.7993699085,-5.4993699084999985,Bench,Bench
11,Devonta Freeman,Running Back,B1G_HAUS,21,0,0,0,IR,Bench
12,Devonta Freeman,Running Back,B1G_HAUS,21,0,0,0,IR,Bench
3,DJ Chark Jr.,Wide Receiver,NA,NA,15.600000000000001,8.184518785000002,7.415481215,NA,Starter
4,DJ Chark Jr.,Wide Receiver,Soup_du Jour,20,6.4,9.407595312500002,-3.0075953125000012,Bench,Bench
5,DJ Chark Jr.,Wide Receiver,Soup_du Jour,20,32.400000000000006,9.3985042055,23.001495794500006,Bench,Bench
6,DJ Chark Jr.,Wide Receiver,Soup_du Jour,4,5.8,11.359768218000001,-5.559768218000001,Wide Receiver,Starter
7,DJ Chark Jr.,Wide Receiver,Soup_du Jour,4,8.8,11.888945246499999,-3.088945246499998,Wide Receiver,Starter
8,DJ Chark Jr.,Wide Receiver,Soup_du Jour,4,16.9,10.685370021799999,6.2146299782,Wide Receiver,Starter
9,DJ Chark Jr.,Wide Receiver,Soup_du Jour,4,5.2,12.426489419500001,-7.226489419500001,Wide Receiver,Starter
10,DJ Chark Jr.,Wide Receiver,Soup_du Jour,20,NA,0,NA,Bench,Bench
11,DJ Chark Jr.,Wide Receiver,Soup_du Jour,4,26.4,11.5975629568,14.8024370432,Wide Receiver,Starter
12,DJ Chark Jr.,Wide Receiver,Soup_du Jour,4,8.3,13.371904690600001,-5.0719046906,Wide Receiver,Starter
1,DJ Moore,Wide Receiver,Hart_attack,20,9.100000000000001,10.6820598158,-1.5820598157999992,Bench,Bench
2,DJ Moore,Wide Receiver,Hart_attack,20,13.4,10.843365332300001,2.556634667699999,Bench,Bench
3,DJ Moore,Wide Receiver,Hart_attack,20,12.9,10.4277782858,2.4722217142,Bench,Bench
4,DJ Moore,Wide Receiver,Hart_attack,20,5.9,10.969659476299999,-5.069659476299998,Bench,Bench
5,DJ Moore,Wide Receiver,Hart_attack,23,12.1,9.900803933499999,2.1991960665000008,Flex,Starter
6,DJ Moore,Wide Receiver,The_Peppy Kids,20,12.100000000000001,11.4250559237,0.674944076300001,Bench,Bench
7,DJ Moore,Wide Receiver,The_Peppy Kids,20,NA,0,NA,Bench,Bench
8,DJ Moore,Wide Receiver,The_Peppy Kids,20,6.300000000000001,10.0141495101,-3.7141495100999986,Bench,Bench
9,DJ Moore,Wide Receiver,The_Peppy Kids,4,13.600000000000001,10.202928658100001,3.3970713419000003,Wide Receiver,Starter
10,DJ Moore,Wide Receiver,The_Peppy Kids,4,16.5,11.403538393200002,5.096461606799998,Wide Receiver,Starter
11,DJ Moore,Wide Receiver,The_Peppy Kids,4,13.5,11.711424045600001,1.7885759543999988,Wide Receiver,Starter
12,DJ Moore,Wide Receiver,The_Peppy Kids,4,28.400000000000002,12.828674276300001,15.571325723700001,Wide Receiver,Starter
1,DK Metcalf,Wide Receiver,Pre-Snap_Adjustment,20,10.9,7.26650636,3.63349364,Bench,Bench
2,DK Metcalf,Wide Receiver,Pre-Snap_Adjustment,20,13.600000000000001,8.143075882,5.456924118000002,Bench,Bench
3,DK Metcalf,Wide Receiver,Pre-Snap_Adjustment,20,7.7,8.323901257,-0.6239012569999991,Bench,Bench
4,DK Metcalf,Wide Receiver,Pre-Snap_Adjustment,20,1.1,8.5599370265,-7.4599370265000005,Bench,Bench
5,DK Metcalf,Wide Receiver,Pre-Snap_Adjustment,20,11.4,8.471032304,2.928967696000001,Bench,Bench
6,DK Metcalf,Wide Receiver,Pre-Snap_Adjustment,20,9.3,7.718263576999999,1.5817364230000015,Bench,Bench
7,DK Metcalf,Wide Receiver,NA,NA,5.300000000000001,8.039433422,-2.7394334219999994,NA,Starter
8,DK Metcalf,Wide Receiver,Heartbreak_Kid,23,14.8,8.9670520925,5.832947907500001,Flex,Starter
9,DK Metcalf,Wide Receiver,Heartbreak_Kid,23,24,10.2051456885,13.7948543115,Flex,Starter
10,DK Metcalf,Wide Receiver,Heartbreak_Kid,20,8,9.561492238300001,-1.5614922383000014,Bench,Bench
11,DK Metcalf,Wide Receiver,Heartbreak_Kid,20,NA,0,NA,Bench,Bench
12,DK Metcalf,Wide Receiver,Heartbreak_Kid,23,5,10.760045624300004,-5.7600456243000036,Flex,Starter
1,Donte Moncrief,Wide Receiver,Team_Aponte,20,2.2,8.047069536,-5.847069536,Bench,Bench
2,Donte Moncrief,Wide Receiver,Team_Aponte,20,0,7.460638727,-7.460638727,Bench,Bench
1,Drew Brees,Quarterback,B1G_HAUS,0,20.8,18.527284889700002,2.2727151102999983,Quarterback,Starter
2,Drew Brees,Quarterback,B1G_HAUS,20,-0.48,17.0164522983,-17.4964522983,Bench,Bench
3,Drew Brees,Quarterback,B1G_HAUS,21,0,0,0,IR,Bench
4,Drew Brees,Quarterback,B1G_HAUS,21,0,0,0,IR,Bench
5,Drew Brees,Quarterback,B1G_HAUS,21,0,0,0,IR,Bench
6,Drew Brees,Quarterback,B1G_HAUS,21,0,0,0,IR,Bench
7,Drew Brees,Quarterback,B1G_HAUS,21,0,0,0,IR,Bench
8,Drew Brees,Quarterback,B1G_HAUS,21,24.92,18.965964491900003,5.954035508099999,IR,Bench
9,Drew Brees,Quarterback,B1G_HAUS,21,NA,0,NA,IR,Bench
10,Drew Brees,Quarterback,B1G_HAUS,21,11.48,20.0395789741,-8.559578974099999,IR,Bench
11,Drew Brees,Quarterback,B1G_HAUS,0,21.12,18.795910071199998,2.324089928800003,Quarterback,Starter
12,Drew Brees,Quarterback,B1G_HAUS,0,22.439999999999998,18.9145989576,3.5254010423999986,Quarterback,Starter
1,Duke Johnson,Running Back,Heartbreak_Kid,23,11,10.511789457,0.4882105429999992,Flex,Starter
2,Duke Johnson,Running Back,Heartbreak_Kid,20,3.1,10.1727143765,-7.0727143765000005,Bench,Bench
3,Duke Johnson,Running Back,Heartbreak_Kid,23,3.4000000000000004,8.781027174000002,-5.3810271740000015,Flex,Starter
4,Duke Johnson,Running Back,Heartbreak_Kid,20,8.8,7.164549102,1.635450898000001,Bench,Bench
5,Duke Johnson,Running Back,Heartbreak_Kid,20,7.2,7.525022939,-0.3250229390000001,Bench,Bench
6,Duke Johnson,Running Back,Heartbreak_Kid,20,12.4,7.138053127999999,5.261946872000001,Bench,Bench
7,Duke Johnson,Running Back,Heartbreak_Kid,20,6.6000000000000005,6.8076092205,-0.2076092204999993,Bench,Bench
9,Duke Johnson,Running Back,NA,NA,16.6,8.7511952965,7.848804703500001,NA,Starter
10,Duke Johnson,Running Back,Dillon_Panthers ,20,NA,0,NA,Bench,Bench
11,Duke Johnson,Running Back,Dillon_Panthers ,23,5.4,9.460941782,-4.0609417820000004,Flex,Starter
1,Eagles D/ST,Defense,Breaston_Plants Inc,16,8.2,16.454227212,-8.254227212,Defense,Starter
2,Eagles D/ST,Defense,Breaston_Plants Inc,16,12.399999999999999,10.755494870999998,1.6445051290000006,Defense,Starter
3,Eagles D/ST,Defense,Breaston_Plants Inc,16,9.2,15.698919447,-6.4989194470000005,Defense,Starter
4,Eagles D/ST,Defense,NA,NA,10.2,10.767327208,-0.567327208,NA,Starter
5,Eagles D/ST,Defense,Soup_du Jour,16,37.6,18.9513506192,18.648649380800002,Defense,Starter
6,Eagles D/ST,Defense,Soup_du Jour,16,3.799999999999999,12.10482895,-8.304828950000001,Defense,Starter
7,Eagles D/ST,Defense,NightTraen_Reign,16,3.1999999999999993,11.489110064,-8.289110064,Defense,Starter
8,Eagles D/ST,Defense,NightTraen_Reign,16,16.8,12.568567221,4.231432779,Defense,Starter
9,Eagles D/ST,Defense,NightTraen_Reign,16,15.399999999999999,14.010042514999999,1.389957485,Defense,Starter
11,Eagles D/ST,Defense,NA,NA,13.2,12.261515869,0.9384841309999992,NA,Starter
12,Eagles D/ST,Defense,Dillon_Panthers ,20,15.2,11.97602064,3.2239793599999995,Bench,Bench
1,Emmanuel Sanders,Wide Receiver,Dillon_Panthers ,23,17.1,9.7153211912,7.384678808800002,Flex,Starter
2,Emmanuel Sanders,Wide Receiver,Dillon_Panthers ,4,23.3,8.6081284423,14.6918715577,Wide Receiver,Starter
3,Emmanuel Sanders,Wide Receiver,Dillon_Panthers ,4,2,10.4243131487,-8.4243131487,Wide Receiver,Starter
4,Emmanuel Sanders,Wide Receiver,Dillon_Panthers ,4,12.9,8.8146258223,4.0853741777,Wide Receiver,Starter
5,Emmanuel Sanders,Wide Receiver,Dillon_Panthers ,4,1.4,10.222366176900001,-8.822366176900001,Wide Receiver,Starter
6,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,20,0.5,8.8325390895000009,-8.3325390895000009,Bench,Bench
7,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,20,8.5,9.33728952,-0.8372895200000006,Bench,Bench
8,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,20,10.5,9.254859824,1.2451401759999996,Bench,Bench
9,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,23,20.700000000000003,9.594916696,11.105083304000003,Flex,Starter
10,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,4,3.4000000000000004,10.512909520000001,-7.1129095200000005,Wide Receiver,Starter
11,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,4,4.800000000000001,9.036787055,-4.236787054999999,Wide Receiver,Starter
12,Emmanuel Sanders,Wide Receiver,Breaston_Plants Inc,4,2,9.789704377,-7.789704377,Wide Receiver,Starter
9,Eric Ebron,Tight End,NA,NA,2.6,6.8635603675,-4.2635603675,NA,Starter
10,Eric Ebron,Tight End,Pre-Snap_Adjustment,6,8.100000000000001,6.919491205500001,1.1805087945000006,Tight End,Starter
1,Evan Engram,Tight End,Hart_attack,6,23.1,9.6806651451,13.4193348549,Tight End,Starter
2,Evan Engram,Tight End,Hart_attack,6,7.800000000000001,10.219425350000002,-2.419425350000001,Tight End,Starter
3,Evan Engram,Tight End,Hart_attack,6,20.3,9.6427085647,10.657291435300001,Tight End,Starter
